id,name,shares,likes,loves,wow,cares,sad,angry,haha,reactions_count,comments,Summary,posted_on,video_url,image_url,url,positive_reactions,negative_reactions,Sentiment Analysis
pfbid0249aKmz4szqbnVCBy6G5jJw1tSF7r3oneKoq3qAQLpm19YDo3aXfQGSSrbAu8A8u5l,OpenAI,62,236,18,0,0,0,0,29,283,20,"We’re all used to robots that fail when their environment changes unpredictably. Our robotic system is adaptable enough to handle unexpected situations not seen during training, such as being prodded by a stuffed giraffe:",2019-10-15T00:00:00,['blob:https://www.facebook.com/c268b154-b7a0-4c80-ba2f-bb43a81c4ace'],https://scontent.fcai19-7.fna.fbcdn.net/v/t15.13418-10/70874576_588448761953904_6591947588658790400_n.jpg?stp=dst-jpg_p180x540&_nc_cat=109&ccb=1-7&_nc_sid=ad6a45&_nc_ohc=crQIseudmPAAX_NZW-M&_nc_ht=scontent.fcai19-7.fna&oh=00_AfDaaj21zZNHBW7e_ocGq9T3o7XrFQDoZQShvEcDzk277A&oe=64CEC302,https://www.facebook.com/openai.research/posts/pfbid0249aKmz4szqbnVCBy6G5jJw1tSF7r3oneKoq3qAQLpm19YDo3aXfQGSSrbAu8A8u5l?__cft__[0]=AZUIo22cRyXmdj_bEgo5_yavtBlHzPedoCdsVag45tilfHR8J-R78S-WcIooCdZ6z0v5SGctBDXWjGwPHQ-1aqOk4byEVQMvMhB-61ApxhEqg0oPhv9Kik2w6P369-f2y6R426YT1B1XZf7ZCL5OCNcEUqP4fJMDAG510yt-79qIeJ1yphQcux-uf9TYc_eUTbuBbBs5UW78x9XVxgqeWC0N7O-M4txUeNOzoPNJWjW7iA&__tn__=%2CO%2CP-R,345,0,positive
pfbid02CU4nSc8HNfBCRRfq9b4xvpbwHBfxCotzHrxjELCzreS8HD8TJm2YjffMyFBMrWeol,OpenAI,313,472,69,88,0,0,0,0,629,33,"We've trained an AI system to solve the Rubik's Cube with a human-like robot hand.This is an unprecedented level of dexterity for a robot, and is hard even for humans to do.The system trains in an imperfect simulation and quickly adapts to reality: https://openai.com/blog/solving-rubiks-cube/",2019-10-15T00:00:00,['blob:https://www.facebook.com/3ffee3de-b66d-4b8d-a4d6-69f5fa36fc47'],https://scontent.fcai19-7.fna.fbcdn.net/v/t15.5256-10/69893344_2528029124150391_2791287258416676864_n.jpg?stp=dst-jpg_p180x540&_nc_cat=111&ccb=1-7&_nc_sid=ad6a45&_nc_ohc=5a837OnV-dAAX_AQ4OZ&_nc_ht=scontent.fcai19-7.fna&oh=00_AfAvqF1C1g-01ZuzeMfjlLrdhzuZReveiPuz-ISxHXsDdg&oe=64CE131F,https://www.facebook.com/openai.research/posts/pfbid02CU4nSc8HNfBCRRfq9b4xvpbwHBfxCotzHrxjELCzreS8HD8TJm2YjffMyFBMrWeol?__cft__[0]=AZWmVDldBHR8pzkzki1gqXb4CkXsljl7dftoYF0SKm1cMP-ySyasqvhFAGloMVZ5mYxyA0lSDGgy5qQs7xYzM6mh9Vf4A0yAqk3p639nhgh6DzwGhkwzTUQSqpyB9NLdeih6caE5ibjXuUyBLBUOyamzxlXTxFs6YefscG5e0FKVNhLfS9KjjsMDIFkouxxQKj4noGZ7tV0zNJ4MHv-enzEafrp_IQvvL3Ge9aG7Fthm1Q&__tn__=%2CO%2CP-R,942,0,positive
pfbid0MDnT8o9axWy1vpqbqX7fNTkkZRJsJhpHYgy3fD93m1dNmh1MwTfUNhG33MFrM3Lql,OpenAI,31,107,12,0,0,0,0,0,119,11,Now accepting applications for our 3rd class of OpenAI Scholars: a 4 month full-time program for individuals from underrepresented groups to study deep learning and produce an open-source project: https://openai.com/blog/openai-scholars-spring-2020/,2019-10-11T00:00:00,[],https://external.fcai19-7.fna.fbcdn.net/emg1/v/t13/9011803195624031144?url=https%3A%2F%2Fopenai.com%2Fcontent%2Fimages%2F2019%2F10%2FIMG_7650-2.jpg&fb_obo=1&utld=openai.com&stp=c0.95.2000.1044a_dst-jpg_flffffff_q75_s500x261&ccb=13-1&oh=06_AbFD3vSisZPwta1xFtjEifGDxMJt-rMKcV68x-aBqJuVhg&oe=64CB1478&_nc_sid=ff403b,https://www.facebook.com/openai.research/posts/pfbid0MDnT8o9axWy1vpqbqX7fNTkkZRJsJhpHYgy3fD93m1dNmh1MwTfUNhG33MFrM3Lql?__cft__[0]=AZUnr1f6YXWhrozHHeMT5EaCspnqzi-nrc8d92xQQz3px_hDP-kUWoWAShM9y9oCkIeY973EKRYgKgx_NDU_PE5ox7McWDWmvgb_aNVjxV3Btc0c8GxQ2n2ZUsEzidZ5a91QHZ-iYAd8x4zkpG3KcYd56AtiqH8T3HJC6Ff-9_ofOLODHGiU5OemvnvbzQOAAhJumLlr1qRcRDVx8Tj5j9YV&__tn__=%2CO%2CP-R,150,0,positive
pfbid02o4amGzEQU56eYehuERQ4YQTkg6z5Sa2sC3GeXQXDXy5C7GxqsDmsmdBknybFixmal,OpenAI,15,85,0,0,0,0,0,0,85,2,"We've fine-tuned GPT-2 using human feedback for tasks such as summarizing articles, matching the preferences of human labelers (if not always our own). We're hoping this brings safety methods closer to machines learning values by talking with humans. https://openai.com/blog/fine-tuning-gpt-2/",2019-09-19T00:00:00,[],https://external.fcai19-7.fna.fbcdn.net/emg1/v/t13/8084641966648390132?url=https%3A%2F%2Fopenai.com%2Fcontent%2Fimages%2F2019%2F09%2Ffine-tuning-gpt-2.png&fb_obo=1&utld=openai.com&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75&ccb=13-1&oh=06_AbFpha_Q3B1De7ebXDS6AfefOLntfXUbUWp274gacyPwUw&oe=64CAAF12&_nc_sid=dbad39,https://www.facebook.com/openai.research/posts/pfbid02o4amGzEQU56eYehuERQ4YQTkg6z5Sa2sC3GeXQXDXy5C7GxqsDmsmdBknybFixmal?__cft__[0]=AZUG-vUVd2ZKf0cElT2wKiJPZ5wOcedEjvrxHIXPOwSPNhUFwd8Xupd7h-hVNhSwDkkOQGCj2zX9_g5PGO3GnCSWHjAcILaShWHNA2iZk9gCnsjm-z9A5P8LoMGlyb2Zz9E7CpvWHlYxB67m-_PK6zyZcLxbUSX6TZ-GUQCmRTHGcA0Z7_4G_jLDZcftQl6cyeSOrhUpzNMh8XKLtRqSFJ9g&__tn__=%2CO%2CP-R,100,0,positive
pfbid0DcMfqcWYVDkhYDY6eBo4N288BgGk1vbKiqkhjmGZNqdiUh5jfjgmrASnETUKuGeHl,OpenAI,109,181,24,20,0,0,0,0,225,20,"We've observed AIs discovering complex tool use while competing in a simple game of hide-and-seek. They develop a series of six distinct strategies and counterstrategies, ultimately using tools in the environment to break our simulated physics: https://openai.com/blog/emergent-tool-use/",2019-09-17T00:00:00,[],https://scontent.xx.fbcdn.net/fb.png https://external.fcai19-7.fna.fbcdn.net/emg1/v/t13/3337143555001472154?url=https%3A%2F%2Fmedia1.tenor.co%2Fimages%2Ff252207778e6eeead072e9557b451862%2Ftenor.gif%3Fitemid%3D4570342&fb_obo=1&utld=tenor.co&stp=dst-emg0_q75_s362x200&ccb=13-1&oh=06_AbGCdt_IkTgs4se0dXih8PfMjyMfRMVASbP9icGcQlPHvQ&oe=64CAFFA8&_nc_sid=dbad39,https://www.facebook.com/openai.research/posts/pfbid0DcMfqcWYVDkhYDY6eBo4N288BgGk1vbKiqkhjmGZNqdiUh5jfjgmrASnETUKuGeHl?__cft__[0]=AZVhsxtcr4n02n38GYIKH3oyqelCDoCZea31N2BSLCNYwFKu3JxKHhuPQ7Ttobd2OshRv7WY1XGDVoz-cuorE9hd5w2Si_3rgHlYw0NrxFhqHttIMqmkcx1JFvYR7bnENTXwRUldH1sIrQ7I8xrslQ4ER_TtvRtgEaUOiDWj8CA_P9n3UUWiGIy1RRmkqR747RTK10qFOxcgw3yN2MluDApc&__tn__=%2CO%2CP-R,334,0,positive
pfbid02nc3ZFjqAsg1EJEXkvZrRqdU3omx4q2dND6HvJDo3YXph8VTzsAxMxCmfUkuHmCGVl,OpenAI,8,56,8,0,0,0,0,0,64,7,"We're releasing a new method to test for model robustness against adversaries not seen during training, and open-sourcing a new metric, UAR (Unforeseen Attack Robustness), which measures how robust a model is to an unanticipated attack: https://openai.com/blog/testing-robustness/",2019-08-22T00:00:00,[],https://external.fcai19-7.fna.fbcdn.net/emg1/v/t13/14298140227007166338?url=https%3A%2F%2Fopenai.com%2Fcontent%2Fimages%2F2019%2F08%2Fespresso-2.gif&fb_obo=1&utld=openai.com&stp=c0.5000x0.5000f_dst-jpg_flffffff_p139x139_q75&ccb=13-1&oh=06_AbHbCj2YmUc_rLRu0IifoZXIq1fJPPw29P8sFea_peXGXQ&oe=64CB261B&_nc_sid=dbad39,https://www.facebook.com/openai.research/posts/pfbid02nc3ZFjqAsg1EJEXkvZrRqdU3omx4q2dND6HvJDo3YXph8VTzsAxMxCmfUkuHmCGVl?__cft__[0]=AZUtXxMcoSChLdiH4Rq4O-asCQI61nnnqF2mkB2m6HCnNNYoVVTuONmG_d8J2p5YHIpSD-msTmH3C8C7Rghu0MkZZ0iwPMAO6VlbQQvuulSYkK8MwQNObPMuqfUm6j9nWjOrT1Klm06vJolDKqFCsLirGmIS-6f1EaqM09HOJcnv7gHs0IaUII4C3Ji_tpg5d4CMZXBfDGMEZIvWh78eT7ab&__tn__=%2CO%2CP-R,72,0,positive
pfbid0VWrYPYkpRXUfttJqh3ExC8BESpGQLg33SdVo52sNyZMhHp2zexTCjvQfRxFMLJynl,OpenAI,18,92,0,7,0,0,0,0,99,5,"GPT-2 6-month follow-up: we're releasing the 774M parameter model, an open-source legal doc organizations can use to form model-sharing partnerships, and a technical report about our experience coordinating to form new publication norms: https://openai.com/blog/gpt-2-6-month-follow-up/",2019-08-20T00:00:00,[],https://external.fcai19-7.fna.fbcdn.net/emg1/v/t13/12967374653218535997?url=https%3A%2F%2Fopenai.com%2Fcontent%2Fimages%2F2019%2F08%2Fgpt-2_update_8-15a-1.jpg&fb_obo=1&utld=openai.com&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75&ccb=13-1&oh=06_AbEHRhotMe5pn-NLqGxpZTZcHUOCknOG8E0rOOtRoBVhdw&oe=64CAA367&_nc_sid=dbad39,https://www.facebook.com/openai.research/posts/pfbid0VWrYPYkpRXUfttJqh3ExC8BESpGQLg33SdVo52sNyZMhHp2zexTCjvQfRxFMLJynl?__cft__[0]=AZXqzdRnCYrsKMAg3hoAqEy_EeWGLxanjRcKRNlpD83Ro7jcCxMQqscb9-TkucpjsapgMj_JWdgmSAiN09IEkwmXlOJuDiY81kXr81OoRbQTt872CiB_ij4vNPIFa82ZuXHhw6RnLW_8SMLfA2XVkuVBnswbsfq49dFCcO1QdPAFl4-v9GeftL5PQWFO61nLSOpcOzGzP2HcE54RceNMDe9T&__tn__=%2CO%2CP-R,117,0,positive
pfbid02UeBRJHfEEFUKb2ZfwJaLCFAwdcXc418TSDeFKgnTYFRYivxZa2cP7uNnjoQE2vMkl,OpenAI,9,143,14,0,0,0,0,0,157,4,Each Thursday at OpenAI is Learning Day: a day where employees have the option to self-study technical skills that will make them better at their job but which aren't being learned from daily work.Here's how it works: https://openai.com/blog/learning-day/,2019-08-01T00:00:00,[],https://external.fcai19-7.fna.fbcdn.net/emg1/v/t13/10231629015635778685?url=https%3A%2F%2Fopenai.com%2Fcontent%2Fimages%2F2019%2F08%2Flearning-day_small-1.jpg&fb_obo=1&utld=openai.com&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75&ccb=13-1&oh=06_AbGkrAxhE95Ckh9mnK1QZbskO6ax3IazM7UM5ywg14YQzQ&oe=64CAE21C&_nc_sid=dbad39,https://www.facebook.com/openai.research/posts/pfbid02UeBRJHfEEFUKb2ZfwJaLCFAwdcXc418TSDeFKgnTYFRYivxZa2cP7uNnjoQE2vMkl?__cft__[0]=AZXwzt-YANOpHeVF1rorGyHCj23Q3ak0DqIZ7n1BnKjPfRca72TsBjqJSqACC6ey-vo7_ukKb_qflZpaVgR5o112qTscX7CgRd7pJpZTnoTGwDY0ZiXA15apSnhO-aAOfK-2WsjKrAhHRb7WXrRjp7VE0ujF0OTtjh6rTAcKKNQkhX0BQUUW7oOdr0ZJCeI7Dya3LXJA7dwWn-b2F2dr-CyI&__tn__=%2CO%2CP-R,166,0,positive
pfbid0jxH5jc4fAMBjyTvexdgsC6GVTtcyx6rqFnqzJfTVdsnPcGUoruBLZkJ7H7YoetHXl,OpenAI,39,161,10,0,0,0,0,0,171,4,"A conversation with Sam Altman and Satya Nadella about the promise of AGI, the need for massive compute power to make it real, and OpenAI/Microsoft's joint commitment to AI safety: https://www.linkedin.com/.../urn:li:activity.../",2019-07-22T00:00:00,[],https://external.fcai19-7.fna.fbcdn.net/emg1/v/t13/9569501322522741459?url=https%3A%2F%2Fdms.licdn.com%2Fvideo-thumbs%2FC5605AQE9_sIGKsrFdA%2Fb6d0083ee991464d9c17e7dc6be78a4b%2Ffeedshare-videocover_high-captions-thumbnails%2F1280x720-00001.jpg&fb_obo=1&utld=licdn.com&stp=c0.17.1280.668a_dst-jpg_flffffff_q75_s500x261&ccb=13-1&oh=06_AbEdsUlBS65ecVcl6nzWwBwjgOXN_MF4vgqDIj5nZqbWUg&oe=64CAF632&_nc_sid=ff403b,https://www.facebook.com/openai.research/posts/pfbid0jxH5jc4fAMBjyTvexdgsC6GVTtcyx6rqFnqzJfTVdsnPcGUoruBLZkJ7H7YoetHXl?__cft__[0]=AZXNw-MzIlkjiIQy13AkWi4jesh08g5Hf_b_9tjYnLLyc0u4WPGnx8f1hd9VeWyaDIbVZ1bRX-FOmIsxnMD0CUp9OeT5oetFCbWcN38N2xWNu5V6PcqwmK4yW-aMbQwIaK8tiUWxCMUTDF3CDxcp27rcPD8x6bJbJ7H7zIyCxfgI6qUp2-6FTuAuans62ikx2Wo2luuy6uX1yiRMIwSlit0-&__tn__=%2CO%2CP-R,210,0,positive
pfbid0pmCbRDf4Di55qwh2dmYHhyKEpZ2h1gMsvxnqUhe6aT3J7LVD7rWA8UGiwc4DfF7Vl,OpenAI,119,404,49,60,0,0,0,0,513,27,Microsoft is investing $1 billion in and partnering with OpenAI to support us building beneficial AGI: https://openai.com/blog/microsoft/,2019-07-22T00:00:00,[],https://external.fcai19-7.fna.fbcdn.net/emg1/v/t13/10974070184528544238?url=https%3A%2F%2Fopenai.com%2Fcontent%2Fimages%2F2019%2F07%2Fopenai-msft-twitter_7-21b-1.jpg&fb_obo=1&utld=openai.com&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75&ccb=13-1&oh=06_AbFmPdW9lD1UZbGJ0n3MzxVWOe85_U7h7bkR4ogwzsGAgA&oe=64CAD7DE&_nc_sid=dbad39,https://www.facebook.com/openai.research/posts/pfbid0pmCbRDf4Di55qwh2dmYHhyKEpZ2h1gMsvxnqUhe6aT3J7LVD7rWA8UGiwc4DfF7Vl?__cft__[0]=AZXeIkGA6BfLfRevo4lzu-I03u1R-6euWTS-Q9-LxO8h6yUiNxjpIUzXeNDVNSQ9D-cXjBS-7UH9MpILm-n_HPaoFgqwb-5IswrVhAqFRvQS3Yy6LwErxDHwqbp7OtVxJBSQwDeC8J6BBhhu4lCkbFJGq0CI8CWEQ_AfHDmuEECTJcvM59weAX0QpXdV13EzvaMpkL-Dl6k06dx3qKahbx7t&__tn__=%2CO%2CP-R,632,0,positive
pfbid037YooenDhCZ97SMNa56eU5PJuEioAqFD8f9C4ine9ubDkczbyDENiA3bhzyarUM4ml,OpenAI,31,110,9,7,0,0,0,0,126,17,MuseNet is playing an experimental concert from now until 3pm PT on livestream: http://twitch.tv/openai No human curation or filtering involved — these are samples generated directly by MuseNet without any human intervention. Please enjoy!,2019-04-25T00:00:00,[],https://scontent.fcai19-7.fna.fbcdn.net/v/t1.6435-9/58570496_1027575917431020_839234633953443840_n.jpg?stp=dst-jpg_p180x540&_nc_cat=107&ccb=1-7&_nc_sid=730e14&_nc_ohc=YgHVFNMz4O8AX_BgPGy&_nc_ht=scontent.fcai19-7.fna&oh=00_AfAp8cxwRjttt7I0h5aFIw-UJaNFYh_zaWYxRm6jmQW2xw&oe=64F0B60D,https://www.facebook.com/openai.research/posts/pfbid037YooenDhCZ97SMNa56eU5PJuEioAqFD8f9C4ine9ubDkczbyDENiA3bhzyarUM4ml?__cft__[0]=AZUJkYjEmpwxP4vk7HycGYIDLoqCPXA4Dq5RTRpYTxhNDSW7OPgEmrsTxYJJVTHlTzY39Y57sAMYxhdDnYhqLa1apKzB-gA3r2NefwlAEH1_9LSZ4Bwacx60emS4GQApvXldC6PvDX_MM8_elbX-Ak_OPxfuIhZEiD6uiIYu4QU4topa14d1kkgw4XYLh-IdXoOjMXs6Y95gpBnXZf2WnT-n&__tn__=%2CO%2CP-R,157,0,positive
pfbid02bKmSsZDP1haAY6qsdznNhszaSDTcKMN53Rrg9MttxWrG6SC3ELFDUrUuD9EMUHgEl,OpenAI,47,146,14,9,0,0,0,0,169,26,"We've created MuseNet, a neural network which discovered how to generate music using many different instruments and styles.Listen to MuseNet samples, and interact with a prototype co-composer tool, here: https://openai.com/blog/musenet/ MuseNet will play an experimental concert today from 12–3pmPT on livestream: http://twitch.tv/openai",2019-04-25T00:00:00,['blob:https://www.facebook.com/177cdad4-7c2a-4c81-9a20-f40935acd5ec'],https://scontent.fcai19-7.fna.fbcdn.net/v/t15.13418-10/56990496_285271705728631_7403366962136350720_n.jpg?stp=dst-jpg_s960x960&_nc_cat=105&ccb=1-7&_nc_sid=ad6a45&_nc_ohc=BFEVx3vvh9MAX_Ujo8b&_nc_ht=scontent.fcai19-7.fna&oh=00_AfAcYgXUJgT5n3pFbKQDVP6rngQLMkYjBI5FligRLdJrEw&oe=64CE4B21,https://www.facebook.com/openai.research/posts/pfbid02bKmSsZDP1haAY6qsdznNhszaSDTcKMN53Rrg9MttxWrG6SC3ELFDUrUuD9EMUHgEl?__cft__[0]=AZWy0Iw6SWFiqopZ03Tr65yIfnzbfPXMC_4NlurN8qm7mGah0SbknCp_WQiZxBuaef-UMw029nGtVTUMEMBAmFmgMeA_W9xDOAy4dEsScmXkdEreeO5eJ2TGyGg9zJt7ilJuqyGAtThxzckoug5D6ZNOeZE542owyItAN8UQPU06YDz823W99LGUv9GBNzTZt-1hdEp73qjKW1TklrR6WVBCXmUx7AtPJi2TB4zXdCf4mg&__tn__=%2CO%2CP-R,216,0,positive
pfbid02EHnFZZ52CGfGiEgNzT9DrpmU7SQZt2Pts7zWom6sAZnhxX3oh32hzEXFtmRaB5ZKl,OpenAI,30,156,12,12,0,0,0,0,180,7,"We’ve developed the Sparse Transformer, a deep neural network which sets new records at predicting what comes next in a sequence — whether text, images, or sound. It uses an algorithmic improvement of the attention mechanism to extract patterns from sequences 30x longer than possible previously.Read more: https://openai.com/blog/sparse-transformer/",2019-04-23T00:00:00,['blob:https://www.facebook.com/a51eb2b2-1e45-4fa7-b84f-b4514e7705cb'],https://scontent.fcai19-7.fna.fbcdn.net/v/t15.13418-10/56675406_664805310643087_4839925631418368000_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=ad6a45&_nc_ohc=dG45wE2EJrwAX87XKpK&_nc_ht=scontent.fcai19-7.fna&oh=00_AfAIFXIsFmgrBA3GDPnBgcXp2bmY6qXtCjOm6-5UFZUgBw&oe=64CD328D,https://www.facebook.com/openai.research/posts/pfbid02EHnFZZ52CGfGiEgNzT9DrpmU7SQZt2Pts7zWom6sAZnhxX3oh32hzEXFtmRaB5ZKl?__cft__[0]=AZXAfbJG2EC4zK971rMN03S0Ybo-vBOIAOCcb8mu8FnvD2JtoiQJuMu-1Smg2nNI-NGdx-T1ssUGQsIKg3vFQBSokqqBVeUlPjq9vG5bbnr3FXYXDWYQDEaSNT_HYw1PwpEyd1rGXZkGrXXkpy3ZoA-bDn2pu4saoFMjXhM3OK2Ua5m3iCXQU4mhr78RdllmY3jaeS2JvfP2E5xT8vwlagdKl6WfrHNtRbsWzyfG7i7mfg&__tn__=%2CO%2CP-R,210,0,positive
pfbid02U9Zs1BvGzpEoTo2Gctwr3RjCMgiCZN13hMDsXQEgoSpmKsUd692xLMDSrXsQhTEWl,OpenAI,35,134,14,0,0,0,0,0,148,7,"OpenAI Five is now the first AI to beat the world champions in an esports game. Here's what happened, and how we made our comeback since losing to pros in Aug 2018: https://openai.com/blog/how-to-train-your-openai-five",2019-04-15T00:00:00,['blob:https://www.facebook.com/8182eca5-d59c-479c-96b5-ff24aa7f71f5'],https://scontent.fcai19-7.fna.fbcdn.net/v/t15.5256-10/56386579_2334614650115286_5883325023300616192_n.jpg?stp=dst-jpg_p180x540&_nc_cat=109&ccb=1-7&_nc_sid=ad6a45&_nc_ohc=5lynefe5eAEAX8HYIf5&_nc_ht=scontent.fcai19-7.fna&oh=00_AfBIowMFkwiiDTDyVUblspNHuFo_Zd5mjgdeKps2XdRZww&oe=64CDD5D5,https://www.facebook.com/openai.research/posts/pfbid02U9Zs1BvGzpEoTo2Gctwr3RjCMgiCZN13hMDsXQEgoSpmKsUd692xLMDSrXsQhTEWl?__cft__[0]=AZU00NpJOeL0wqBGchUdcI6mb7awhHOYIXJfEqOzz7um-G4t8PMNlDoinRRK5q0BF3fqaSiMd20tXdHPM2CxdzNnlblNGuWmLOMCkMP7Dq4uGWgk5PFAtQQth0TSY6Mpp_D4s090VM-f-vy3LNLElBnXiwqCLFmCPqj9JP_gtEV4KpwgBdCgmGzMO1eN1vI1FklYdFc0_itzM60XqDy0L2i0ifAX14Tcu_mP_EDDSpGYNg&__tn__=%2CO%2CP-R,183,0,positive
pfbid0bibMM8rSUUrNHFeGFomxvVRaQGESgfUPss9UVeEVooAPyiHmsSxtTg99p8HHceFwl,OpenAI,35,116,11,0,0,0,0,0,127,11,"Today's the day!!! Watch OpenAI Five Finals here, starting 11:30a PT: https://www.twitch.tv/openaiThis event will be the first time an AI has attempted to play the world champions in an esports game — and that won't be all we show today.",2019-04-13T00:00:00,[],https://external.fcai19-7.fna.fbcdn.net/emg1/v/t13/17739606816183267951?url=https%3A%2F%2Fstatic-cdn.jtvnw.net%2Fjtv_user_pictures%2F7eb0b67b-9041-4abc-b54d-67d7497c5676-profile_image-300x300.png&fb_obo=1&utld=jtvnw.net&stp=c0.5000x0.5000f_dst-jpg_flffffff_p139x139_q75&ccb=13-1&oh=06_AbEojVc3OYAS_smjSck678YpE7KCJb_KOUEX-Alqk6FuXg&oe=64CA9F45&_nc_sid=dbad39,https://www.facebook.com/openai.research/posts/pfbid0bibMM8rSUUrNHFeGFomxvVRaQGESgfUPss9UVeEVooAPyiHmsSxtTg99p8HHceFwl?__cft__[0]=AZVGcu1RPuUFVtN2aFrrMXnvlp86SuTHsEe0KHD0hB6mHicX4FwRQL5qDJ8WlP5XzaGr_BQEUTMDvi2NWDiy0PizXL-oMrkTZAbVJa5nfkqLi7s3gBmyE8HeR10iQhc5-7FivT4ZwGMgM7Z2Yau6E4yPyKGplV55RWnmhyLbb05WPl2ofbrpDIuVDvotrUw2H7H0ELWxqrMLhmrnaq2MFIAZ&__tn__=%2CO%2CP-R,162,0,positive
pfbid02VX59gjNCrHVzuDy5DRvrRcL74vbHTfZz27PToaCXMUrRR2f42yk18avJggUkonrgl,OpenAI,62,204,20,20,0,0,0,0,244,31,"On April 13th, we'll host OpenAI Five Finals, a live event with surprises in store. One highlight — we'll be playing against OG, the Dota 2 world champions. This will be the first time an AI has attempted to play the world champions in an esports game: https://openai.com/blog/openai-five-finals/Games will be streamed on Twitch. If you want to attend in person, request an invite here: https://docs.google.com/.../1FAIpQLSfYQD1CtdY5Qu.../viewform",2019-03-26T00:00:00,[],https://scontent.fcai19-7.fna.fbcdn.net/v/t1.6435-9/55495908_1009468975908381_6470230272779485184_n.jpg?stp=dst-jpg_p526x395&_nc_cat=102&ccb=1-7&_nc_sid=730e14&_nc_ohc=jTPvDu9R4rIAX9dDuq6&_nc_ht=scontent.fcai19-7.fna&oh=00_AfDYNS2t_ElLuxM20VC6n4Oehln4VNtSvpxe43KL8iREfg&oe=64F0A37E https://scontent.fcai19-7.fna.fbcdn.net/v/t1.6435-9/55512158_1009468625908416_4220139761588764672_n.jpg?stp=dst-jpg_s600x600&_nc_cat=107&ccb=1-7&_nc_sid=730e14&_nc_ohc=fc8oA0Y5ifUAX9V7Jwv&_nc_ht=scontent.fcai19-7.fna&oh=00_AfAggSzz8THmuy3tsrAhjJdqu-9KPcKgbNhoKne7Y8C-Jg&oe=64F0AD1A,https://www.facebook.com/openai.research/posts/pfbid02VX59gjNCrHVzuDy5DRvrRcL74vbHTfZz27PToaCXMUrRR2f42yk18avJggUkonrgl?__cft__[0]=AZXqeTrBdE7ObJwc97S-pGhfgnma0-QWJKyK1tLLGyltqNG-YlDaTZsn28aEhHIE67Fzqp-CpiVsegNrpxHKWGB-lfq3zld8AFXCIIqvJZCC3R7r6pCFYAQK88OfjSwwNnNLewtRGoTRzSVSyogbBAHG3UKt9ILh8PGVH_30YFSk7CJgO4N0MphDYJ2eLj0TIom5PZ0diBhJw1HbcmFHBOW3&__tn__=%2CO%2CP-R,306,0,positive
pfbid0zsYs8aU8UZXj5Z6UbXgk8P3XeGXgRar66SNtsqbq1maN5Gqa99s9vNU94AtzzGWCl,OpenAI,3,115,10,0,0,0,0,0,125,11,"Check out the final projects from our first Fellows cohort, including work on generalization, scaling distributed neural networks, and stabilizing energy based models. Our Fellows program is a new 6-month apprenticeship in deep learning: https://blog.openai.com/openai-summer-fellows-2018/",2018-12-19T00:00:00,[],https://scontent.fcai19-7.fna.fbcdn.net/v/t1.6435-9/48427538_952810634907549_4982338599400767488_n.jpg?stp=dst-jpg_p180x540&_nc_cat=101&ccb=1-7&_nc_sid=730e14&_nc_ohc=2BUFCyz1QIgAX_Ulzkw&_nc_ht=scontent.fcai19-7.fna&oh=00_AfDnUuOQLIRxMi5JKP97AncML0hHaixAL77soOwNDib9Wg&oe=64F09614,https://www.facebook.com/openai.research/posts/pfbid0zsYs8aU8UZXj5Z6UbXgk8P3XeGXgRar66SNtsqbq1maN5Gqa99s9vNU94AtzzGWCl?__cft__[0]=AZUWDeFZDASV11P6GHSLTt5zZSmIrOHUzWow6NzAgOH3ckUXFes6dIh356_vhPrKfzGKY8mTRDi24QAWaUjGJsu4zQcYLrMtxPADEQ2rr3-K89e6avbSOrMWm1R9fP5RJ7iV_uBR6fWTXc4HWKcK1bXES12OTngGv0v3pswaLcs4yl6d7zm8vM1wpt2Ui-m0saxNT-6cVgLIJQtslfTJx6_7&__tn__=%2CO%2CP-R,128,0,positive
